"Date","Redraft PPR ADP","Redraft SF ADP","Redraft Half PPR ADP","Dynasty PPR ADP","Dynasty SF ADP","Dynasty Half PPR ADP","IDP ADP","Player Team","Player First Name","Player Last Name","Fantasy Player Position","Player Id","Positional Rank","","","","","","","","","","","",""
"August 4, 2025","95.6","111.1","101.4","124.5","135.9","125.1","147.1","SF","Jauan","Jennings","WR","7049","WR43","","","","","","","","","","","",""
"August 4, 2025","97.7","46","93.8","111.6","46.5","117.7","70","ARI","Kyler","Murray","QB","5849","QB10","","","","","","","","","","","",""
"August 4, 2025","98.3","109.8","99.2","71.1","83.3","70.1","92.6","GB","Matthew","Golden","WR","12501","WR44","","","","","","","","","","","",""
"August 4, 2025","99.2","117.3","94.4","93.7","107.4","92.6","119.3","GB","Jayden","Reed","WR","10222","WR45","","","","","","","","","","","",""
"August 4, 2025","100.3","115","105.5","76.3","91.6","76.5","99.3","NYG","Cam","Skattebo","RB","12481","RB34","","","","","","","","","","","",""
"August 4, 2025","101.5","105.6","97.8","89.9","95.7","89.3","110.1","SF","Ricky","Pearsall","WR","11638","WR46","","","","","","","","","","","",""
"August 4, 2025","101.8","125.7","104.9","98.8","107.2","99.2","137.7","IND","Josh","Downs","WR","9500","WR47","","","","","","","","","","","",""
"August 4, 2025","103","126","95.6","116.6","140.6","113.9","145.2","LAC","Najee","Harris","RB","7528","RB35","","","","","","","","","","","",""
"August 4, 2025","104.6","121.6","101.6","89.5","101.9","89.8","115.8","SF","Brandon","Aiyuk","WR","6803","WR48","","","","","","","","","","","",""
"August 4, 2025","105.3","40.5","107.5","81.6","25.8","77.6","46","LAC","Justin","Herbert","QB","6797","QB11","","","","","","","","","","","",""
"August 4, 2025","106.3","128.5","103.4","134.8","145.8","131.2","155.2","DAL","Javonte","Williams","RB","7588","RB36","","","","","","","","","","","",""
"August 4, 2025","107.1","107.8","118.8","65.8","68.6","67.6","82.2","CHI","Colston","Loveland","TE","12517","TE12","","","","","","","","","","","",""
"August 4, 2025","108","119.9","113.3","59.5","70.4","56.1","88.8","TB","Emeka","Egbuka","WR","12514","WR49","","","","","","","","","","","",""
"August 4, 2025","109.8","51","111.7","125.8","51.6","128.6","71.4","SF","Brock","Purdy","QB","8183","QB12","","","","","","","","","","","",""
"August 4, 2025","110","129.9","112.5","135.5","148.5","131.2","158.3","MIN","Jordan","Mason","RB","8408","RB37","","","","","","","","","","","",""
"August 4, 2025","111.5","137.4","109.5","137.8","146.9","136.4","177.1","ATL","Darnell","Mooney","WR","7090","WR50","","","","","","","","","","","",""
"August 4, 2025","112.4","127.9","107.2","103.6","117.9","95.6","130.3","SEA","Zach","Charbonnet","RB","9753","RB38","","","","","","","","","","","",""
"August 4, 2025","113.1","119","116.5","83.9","92.6","87.2","104","BUF","Dalton","Kincaid","TE","10236","TE13","","","","","","","","","","","",""
"August 4, 2025","113.8","134.7","106.3","130.4","149.6","124.5","167.6","NE","Rhamondre","Stevenson","RB","7611","RB39","","","","","","","","","","","",""
"August 4, 2025","115.5","136.8","110.5","125.7","133","122.9","161.4","IND","Michael","Pittman","WR","6819","WR51","","","","","","","","","","","",""
"August 4, 2025","116","133.8","117.4","91.4","93.7","94.8","120","HOU","Jayden","Higgins","WR","12484","WR52","","","","","","","","","","","",""
"August 4, 2025","117.4","122.8","113.2","101","104.2","98.4","122.2","GB","Tucker","Kraft","TE","9484","TE14","","","","","","","","","","","",""
"August 4, 2025","118.5","47.8","119.6","74.5","22.6","74.1","49.5","CHI","Caleb","Williams","QB","11560","QB13","","","","","","","","","","","",""
"August 4, 2025","119.4","140.3","119.1","105.3","118.5","103.2","149.1","BUF","Keon","Coleman","WR","11637","WR53","","","","","","","","","","","",""
"August 4, 2025","119.7","130.7","122.2","131","137.2","133.3","159.8","DAL","Jake","Ferguson","TE","8110","TE15","","","","","","","","","","","",""
"August 4, 2025","121.4","62","121.7","155.8","76.1","152.4","95","DAL","Dak","Prescott","QB","3294","QB14","","","","","","","","","","","",""
"August 4, 2025","122.6","57.8","130.4","77.4","29.7","79.6","41.8","HOU","C.J.","Stroud","QB","9758","QB15","","","","","","","","","","","",""
"August 4, 2025","123.1","147.4","123.2","142.7","165.5","143.4","187.1","DEN","J.K.","Dobbins","RB","6806","RB40","","","","","","","","","","","",""
"August 4, 2025","124.7","141.3","115.3","129.8","143.8","127.8","175.6","TEN","Tyjae","Spears","RB","9508","RB41","","","","","","","","","","","",""
"August 4, 2025","125","65.4","125.2","107.7","40.5","106.3","69","GB","Jordan","Love","QB","6804","QB16","","","","","","","","","","","",""
"August 4, 2025","125.8","131.9","133.7","101.5","109.5","104.8","125.5","ATL","Kyle","Pitts","TE","7553","TE16","","","","","","","","","","","",""
"August 4, 2025","127.8","135.7","125.3","157.9","163.8","161.9","181.5","PHI","Dallas","Goedert","TE","5022","TE17","","","","","","","","","","","",""
"August 4, 2025","128.4","282","208.9","188.2","","263.7","274.4","DAL","Brandon","Aubrey","K","11533","K1","","","","","","","","","","","",""
"August 4, 2025","129.2","215.8","150.9","189","215.8","215.8","150.9","PHI","Philadelphia","Eagles","DEF","","DEF1","","","","","","","","","","","",""
"August 4, 2025","130","284.9","213.8","219.7","","275.8","275.4","DET","Jake","Bates","K","11539","K2","","","","","","","","","","","",""
"August 4, 2025","131.2","287.9","209","191","","267.6","275.7","LAC","Cameron","Dicker","K","8259","K3","","","","","","","","","","","",""
"August 4, 2025","131.7","220.8","157.1","190.5","220.8","220.8","157.1","PIT","Pittsburgh","Steelers","DEF","","DEF2","","","","","","","","","","","",""
"August 4, 2025","133.7","138","129.3","95.7","106.9","93.3","133.1","LAC","Tre'","Harris","WR","12509","WR54","","","","","","","","","","","",""
"August 4, 2025","134.2","146.3","128.5","146.5","155.3","146.2","184.8","NO","Rashid","Shaheed","WR","8676","WR55","","","","","","","","","","","",""
"August 4, 2025","135","143.6","136.3","118.4","141.6","119.6","152.7","DAL","Jaydon","Blue","RB","12457","RB42","","","","","","","","","","","",""
"August 4, 2025","136.2","71.2","127","149.2","86.5","155.8","107.1","NYJ","Justin","Fields","QB","7591","QB17","","","","","","","","","","","",""
"August 4, 2025","137.9","149.8","124.9","140.9","158.6","141.3","179.1","TB","Rachaad","White","RB","8136","RB43","","","","","","","","","","","",""
"August 4, 2025","138","148.9","135.3","141.7","151","140.9","183","DEN","Marvin","Mims","WR","9494","WR56","","","","","","","","","","","",""
"August 4, 2025","139.9","52.1","131.1","85.2","29.3","83.3","53.1","NE","Drake","Maye","QB","11564","QB18","","","","","","","","","","","",""
"August 4, 2025","140.9","139.6","134.2","88.7","95.1","91.3","128.4","CHI","Luther","Burden","WR","12519","WR57","","","","","","","","","","","",""
"August 4, 2025","141.4","73.5","139.5","112.3","55.1","113.6","83.2","MIN","J.J.","McCarthy","QB","11565","QB19","","","","","","","","","","","",""
"August 4, 2025","142","157.2","131.2","137.1","157.2","134.8","185.3","JAX","Tank","Bigsby","RB","9225","RB44","","","","","","","","","","","",""
"August 4, 2025","143.4","175.6","155.8","177.8","214.2","185.1","251.3","HOU","Nick","Chubb","RB","4988","RB45","","","","","","","","","","","",""
"August 4, 2025","143.8","153.8","145.5","128","131.2","125.6","173.2","NE","Kyle","Williams","WR","12547","WR58","","","","","","","","","","","",""
"August 4, 2025","145.1","151","140","121.7","128.1","115.4","170.3","JAX","Bhayshul","Tuten","RB","12490","RB46","","","","","","","","","","","",""
"August 4, 2025","146.3","160.3","137.1","172.6","182.8","170.2","232.5","HOU","Christian","Kirk","WR","4950","WR59","","","","","","","","","","","",""
"August 4, 2025","147.8","158.6","142.5","147.4","161.9","147.9","188","SF","Isaac","Guerendo","RB","11651","RB47","","","","","","","","","","","",""
"August 4, 2025","148.9","145.2","157.7","119.4","125.8","121.7","164.8","BAL","Isaiah","Likely","TE","8131","TE18","","","","","","","","","","","",""
"August 4, 2025","149.5","93","154.5","106.6","53.6","107.4","81.1","TEN","Cameron","Ward","QB","12522","QB20","","","","","","","","","","","",""
"August 4, 2025","149.9","152.9","151.4","200.4","215.4","209.8","243.8","WAS","Zach","Ertz","TE","1339","TE19","","","","","","","","","","","",""
"August 4, 2025","151.3","164.4","141.8","179.7","207.8","181.2","239.8","WAS","Austin","Ekeler","RB","4663","RB48","","","","","","","","","","","",""
"August 4, 2025","152.8","224.8","185.5","221.5","224.8","224.8","185.5","BAL","Baltimore","Ravens","DEF","","DEF3","","","","","","","","","","","",""
"August 4, 2025","153","217","152.8","218.8","217","217","152.8","DEN","Denver","Broncos","DEF","","DEF4","","","","","","","","","","","",""
"August 4, 2025","154.7","222.7","154.6","220.2","222.7","222.7","154.6","WAS","Washington","Commanders","DEF","","DEF5","","","","","","","","","","","",""
"August 4, 2025","155.5","287.8","211.4","223.7","","279.9","355.5","PIT","Chris","Boswell","K","1945","K4","","","","","","","","","","","",""
"August 4, 2025","155.6","296.3","214.1","266.3","","","359.4","TB","Chase","McLaughlin","K","6650","K5","","","","","","","","","","","",""
"August 4, 2025","157.4","228.7","159.5","227.9","228.7","228.7","159.5","SF","San Francisco","49ers","DEF","","DEF6","","","","","","","","","","","",""
"August 4, 2025","158.5","289.8","218.3","225.6","","266","277.4","KC","Harrison","Butker","K","4227","K6","","","","","","","","","","","",""
"August 4, 2025","159.1","227.2","161.4","226.8","227.2","227.2","161.4","MIN","Minnesota","Vikings","DEF","","DEF7","","","","","","","","","","","",""
"August 4, 2025","160.5","299.8","217.6","229.5","","272","356.5","BUF","Tyler","Bass","K","7042","K7","","","","","","","","","","","",""
"August 4, 2025","161.2","","265.5","231.7","","274.3","358.1","PHI","Jake","Elliott","K","4195","K8","","","","","","","","","","","",""
"August 4, 2025","161.8","298.4","215.5","272.4","","284.3","361.6","HOU","Ka'imi","Fairbairn","K","3451","K9","","","","","","","","","","","",""
"August 4, 2025","163.3","159.6","147.8","153.9","164.4","151.9","217.3","BAL","Rashod","Bateman","WR","7571","WR60","","","","","","","","","","","",""
"August 4, 2025","164.9","155.5","149","117.7","122.1","110.3","167","LV","Jack","Bech","WR","12483","WR61","","","","","","","","","","","",""
"August 4, 2025","165.6","143.2","148.2","113.3","123","109.5","154.7","ARI","Trey","Benson","RB","11589","RB49","","","","","","","","","","","",""
"August 4, 2025","166.7","161.5","143.1","155.6","169.7","149.1","190.1","BUF","Ray","Davis","RB","11575","RB50","","","","","","","","","","","",""
"August 4, 2025","167.1","76.9","146.3","152.4","63.5","153.7","95.8","JAX","Trevor","Lawrence","QB","7523","QB21","","","","","","","","","","","",""
"August 4, 2025","167.7","154.6","153.3","209.9","203","215.5","257.7","NE","Hunter","Henry","TE","3214","TE20","","","","","","","","","","","",""
"August 4, 2025","169.1","176.3","158","203.9","225.1","211.2","271.8","CAR","Adam","Thielen","WR","1689","WR62","","","","","","","","","","","",""
"August 4, 2025","170.3","88.2","172.7","136","69.4","137.5","101.3","ATL","Michael","Penix","QB","11559","QB22","","","","","","","","","","","",""
"August 4, 2025","171.9","173.8","160.9","143.7","160.1","145.4","191.1","CLE","Dylan","Sampson","RB","12469","RB51","","","","","","","","","","","",""
"August 4, 2025","172","169","152.7","175.1","185.9","179.8","256","KC","Hollywood","Brown","WR","5848","WR63","","","","","","","","","","","",""
"August 4, 2025","173","177.5","137.7","170.3","190.8","166.4","263.4","CAR","Rico","Dowdle","RB","7021","RB52","","","","","","","","","","","",""
"August 4, 2025","173.2","161.6","178.4","181.4","173.1","189.9","224.7","JAX","Brenton","Strange","TE","9480","TE21","","","","","","","","","","","",""
"August 4, 2025","175.1","170","155","163.5","177.3","161.6","238.6","ATL","Tyler","Allgeier","RB","8132","RB53","","","","","","","","","","","",""
"August 4, 2025","176","168","143.4","123.8","147.7","123.8","189.6","TB","Jalen","McMillan","WR","11618","WR64","","","","","","","","","","","",""
"August 4, 2025","177.2","179.3","149.4","179.3","209.5","173.1","265.2","CLE","Jerome","Ford","RB","8143","RB54","","","","","","","","","","","",""
"August 4, 2025","178.8","173.6","177.3","143.5","156","142.9","220","CAR","Xavier","Legette","WR","11626","WR65","","","","","","","","","","","",""
"August 4, 2025","179.6","267.7","233.8","230.7","267.7","267.7","233.8","BUF","Buffalo","Bills","DEF","","DEF8","","","","","","","","","","","",""
"August 4, 2025","179.6","268","190.6","232","268","268","190.6","DET","Detroit","Lions","DEF","","DEF9","","","","","","","","","","","",""
"August 4, 2025","181.2","293.7","262.7","269.2","","290.6","362.6","ATL","Younghoe","Koo","K","4666","K10","","","","","","","","","","","",""
"August 4, 2025","182.9","292.5","220.9","224.6","","280.5","357.6","BAL","Tyler","Loop","K","12711","K11","","","","","","","","","","","",""
"August 4, 2025","183.3","230","191.5","227.6","230","230","191.5","HOU","Houston","Texans","DEF","","DEF10","","","","","","","","","","","",""
"August 4, 2025","184","266.2","188.3","265.2","266.2","266.2","188.3","TB","Tampa Bay","Buccaneers","DEF","","DEF11","","","","","","","","","","","",""
"August 4, 2025","185","273.5","193.1","267.9","273.5","273.5","193.1","KC","Kansas City","Chiefs","DEF","","DEF12","","","","","","","","","","","",""
"August 4, 2025","185.1","269.7","188.1","268.4","269.7","269.7","188.1","SEA","Seattle","Seahawks","DEF","","DEF13","","","","","","","","","","","",""
"August 4, 2025","187","","221.3","233","","285.3","359","CIN","Evan","McPherson","K","7839","K12","","","","","","","","","","","",""
"August 4, 2025","188.2","172.6","175.8","171.5","171.8","167","259.4","CLE","Cedric","Tillman","WR","10444","WR66","","","","","","","","","","","",""
"August 4, 2025","189.9","217.2","227.4","233.8","230.9","237.3","323.9","LV","Dont'e","Thornton","WR","12541","WR67","","","","","","","","","","","",""
"August 4, 2025","190.5","95.5","176.2","158.1","81.6","163.2","116.9","CAR","Bryce","Young","QB","9228","QB23","","","","","","","","","","","",""
"August 4, 2025","191","166.7","174","239.6","215.5","226.3","261.1","CIN","Mike","Gesicki","TE","4993","TE22","","","","","","","","","","","",""
"August 4, 2025","191.6","100.5","173.8","239.1","130.3","236.5","191.9","LAR","Matthew","Stafford","QB","421","QB24","","","","","","","","","","","",""
